Unicode,Kanji,KLC,Heisig old,Heisig 6th Ed,KLC name
72af,犯,735,1414,1517,offense (violation)
72c2,狂,736,260,277,crazy (mad about)
7344,獄,737,338,361,prison
975e,非,738,1632,1760,"is not (non-, un-, wrong)"
6392,排,739,1634,1762,"exclude, discharge"
4ff3,俳,740,1633,1761,haiku
7f6a,罪,741,1636,1764,crime
7f70,罰,742,833,896,punishment
4f34,伴,743,1203,1287,accompany
5224,判,744,1205,1289,"judge (decide), personal seal"
8a55,評,745,1487,1599,comment (evaluate)
6279,批,746,649,701,criticize
5e25,帥,747,1270,1362,commander in chief
5e2b,師,748,1269,1361,master (teacher)
5ea7,座,749,1024,1100,"seat, sit"
5750,坐,750,2844,2861,sit
5352,卒,751,1025,1102,"graduate (come to an end), private (soldier)"
7387,率,752,1737,1874,"rate, lead"
5098,傘,753,1026,1103,umbrella
7b20,笠,754,939,1009,bamboo hat
661f,星,755,1556,1676,star
6c41,汁,756,140,150,"juice, soup"
6597,斗,757,1177,1261,"dipper, to (18L)"
6599,料,758,1178,1262,"fee, materials"
79d1,科,759,1179,1263,subject of study
7136,然,760,241,256,"-like, -ly"
71c3,燃,761,510,549,burn
9ed9,黙,762,240,255,silent
7363,獣,763,1933,2083,beast
731f,猟,764,1940,2090,hunting
6f01,漁,765,172,184,fishing
72e9,狩,766,243,258,hunt
731b,猛,767,1456,1566,ferocious
7159,煙,768,1612,1739,smoke
713c,焼,769,1200,1284,burn (roast)
6681,暁,770,1201,1285,dawn
65e7,旧,771,35,35,former
5150,児,772,58,62,child
4ea6,亦,773,,,also
8d64,赤,774,1743,1880,red
5909,変,775,1745,1882,"change, abnormal"
86ee,蛮,776,1747,1884,barbarian
604b,恋,777,1748,1885,(romantic) love
611b,愛,778,737,796,love
6182,憂,779,616,663,"be anxious, grief"
512a,優,780,993,1068,"superior, actor, kind"
6817,栗,781,1609,1735,chestnut
7968,票,782,1606,1732,"slip of paper, ballot"
6a19,標,783,1608,1734,"mark (label, sign)"
6f02,漂,784,1607,1733,drift (float)
9077,遷,785,1610,1737,transfer
5404,各,786,291,311,"each (every, all, various)"
5ba2,客,787,294,315,"visitor, customer"
8def,路,788,1282,1376,road
683c,格,789,292,312,"norm (standard), status (rank), character"
7d61,絡,790,1350,1450,"interlink, entwine"
7565,略,791,293,314,"leave out, strategy"
95a3,閣,792,1624,1752,"grand building, cabinet (of government)"
843d,落,793,299,320,fall
5357,南,794,1613,1740,south
897f,西,795,1602,1728,west
9149,酉,796,1427,1534,sign of the rooster
9152,酒,797,1428,1535,alcoholic drink
6d12,洒,798,2292,2389,sprinkle (wash)
914d,配,799,1436,1544,"distribute, put in order (manage)"
9178,酸,800,1437,1545,"acid, oxygen"
7336,猶,801,1438,1546,delay
5c0a,尊,802,1439,1547,honor (esteem)
9075,遵,803,2031,2187,obey
5c0e,導,804,278,296,guide
656c,敬,805,334,356,respect
8b66,警,806,336,358,"guard against, warn"
9a5a,驚,807,1987,2141,surprise
6563,散,808,1189,1273,scatter
6562,敢,809,826,889,boldly
53b3,厳,810,1936,2086,"severe, solemn"
4ecf,仏,811,964,1037,buddha
6255,払,812,738,798,"clear away, pay"
62e1,拡,813,740,801,enlarge (widen)
53ef,可,814,93,97,"possible, approve"
4f55,何,815,1012,1087,"what, how many"
82db,苛,816,2373,240,torment
8377,荷,817,1013,1088,load (cargo)
6cb3,河,818,146,157,river
963f,阿,819,1295,1391,phonetic a
53f8,司,820,1863,2007,officiate (administer)
4f3a,伺,821,1864,2008,inquire
8a5e,詞,822,1865,2009,words
98fc,飼,823,1866,2010,raise animals
518a,冊,824,1826,1967,counter for books
55e3,嗣,825,1867,2011,heir
8997,覗,826,2875,2886,peek
6b4c,歌,827,469,508,"song, japanese poem"
5504,唄,828,2178,57,ditty
8ca0,負,829,63,67,"bear, lose"
6557,敗,830,331,353,be defeated
8cac,責,831,1541,1661,"responsibility, blame"
7a4d,積,832,1543,1663,accumulate
50b5,債,833,1544,1664,"debt, bond"
6f2c,漬,834,1545,1665,pickle (immerse)
7d21,紡,835,1357,1457,spin (make yarn)
7e3e,績,836,1542,1662,achievements
5177,具,837,74,78,implement (tool)
771f,真,838,75,79,TRUE
76f4,直,839,73,77,"straight, put straight"
690d,植,840,205,217,plant
6b96,殖,841,811,874,multiply
5024,値,842,978,1052,value (worth)
7f6e,置,843,832,895,place
770c,県,844,513,552,prefecture
5dde,州,845,128,135,"state, sandbar"
6d32,洲,846,2289,2386,sandbar
63a5,接,847,672,725,contact
7d99,継,848,1370,1470,succeed
65ad,断,849,1136,1218,"cut off, decide"
5fdc,応,850,607,653,respond
5e8a,床,851,592,636,"bed, floor"
9ebb,麻,852,593,637,"hemp, become numb"
6b74,歴,853,376,402,personal history
66a6,暦,854,213,226,calendar
81e8,臨,855,854,918,"attend (to), confront"
5712,園,856,585,629,garden
9060,遠,857,402,429,distant
4e0e,与,858,1246,1335,"give, take part in"
5199,写,859,1247,1336,copy
79fb,移,860,898,964,move
5378,卸,861,1397,1499,wholesale
5fa1,御,862,1398,1500,general honorific term
8907,複,863,465,504,"compound (double, duplicate)"
8179,腹,864,464,503,belly
5fa9,復,865,875,940,return to (repeat)
5f80,往,866,880,945,go on (pass away)
67f1,柱,867,268,286,pillar (mainstay)
5f81,征,868,881,946,conquer (invade)
5f93,従,869,877,942,follow (obey)
5f92,徒,870,878,943,"follower, fellow, going on foot"
7e26,縦,871,1338,1436,vertical
5ef6,延,872,392,419,"extend, postpone"
4f38,伸,873,1118,1199,stretch
7d33,紳,874,1361,1461,gentleman
7e2e,縮,875,1336,1434,shrink
8a95,誕,876,393,420,be born
5ef7,廷,877,508,547,court
5ead,庭,878,590,634,"courtyard, garden"
8247,艇,879,1876,2021,boat
5c55,展,880,1925,2075,"unfold (develop), display"
6bbf,殿,881,1805,1945,"palace, formal honorific title (dono)"
7570,異,882,1797,1936,different
7ffc,翼,883,1798,1937,wing
7d2f,累,884,1364,1464,"cumulate, encumber"
5841,塁,885,1734,1871,"base, small fort"
540f,吏,886,693,748,official
4f7f,使,887,990,1065,"use, envoy (dispatch)"
53f2,史,888,692,747,history
66f4,更,889,694,749,"renew, furthermore, grow late"
4fbf,便,890,991,1066,"convenient, postal delivery, excreta"
786c,硬,891,695,750,hard
80fd,能,892,2004,2160,"ability, noh drama"
614b,態,893,2005,2161,"state (condition), posture (attitude)"
718a,熊,894,2003,2159,bear
7f77,罷,895,2032,2188,discontinue
7f85,羅,896,1342,1442,"line up (arrange), phonetic ra"
96f2,雲,897,423,452,cloud
66c7,曇,898,424,453,cloudy
96ea,雪,899,1143,1225,snow
96f7,雷,900,425,454,thunder
96f6,零,901,1402,1504,zero
9707,震,902,2010,2166,quake (tremble)
632f,振,903,2011,2167,swing (wave)
4e45,久,904,1016,1092,of long duration
8cd1,賑,905,2739,2767,"flourish, be bustling"
4e18,丘,906,1329,1427,hill
5175,兵,907,1331,1429,soldier
5cb3,岳,908,1330,1428,high mountain
6d5c,浜,909,1332,1430,beach
820e,舎,910,316,338,hut
518d,再,911,1815,1956,another time
864e,虎,912,1990,2145,tiger
5bc5,寅,913,2006,2162,sign of the tiger
6f14,演,914,2007,2163,perform
9ec4,黄,915,1750,1887,yellow
6a2a,横,916,1751,1888,"sideways (across), arbitrary (despotic)"
69cb,構,917,1818,1959,"construct, mind (care about)"
8b1b,講,918,1816,1957,lecture
8cfc,購,919,1817,1958,purchase
6e9d,溝,920,1819,1960,channel
4eee,仮,921,966,1039,"temporary (provisional), fake"
7247,片,922,1212,1297,"fragment, one of two"
7248,版,923,1213,1298,"printing plate, publishing"
677f,板,924,724,781,"board, plate"
8ca9,販,925,726,783,engage in sales
7fa9,義,926,641,691,"righteousness, meaning, substitute (artificial)"
8b70,議,927,642,692,"discuss, legislative body"
5100,儀,928,984,1059,ceremony (rite)
72a0,犠,929,643,693,sacrifice
7272,牲,930,1559,1680,sacrifice
65e8,旨,931,455,493,purport (gist)
6307,指,932,659,711,"finger, point (out)"
63ee,揮,933,662,715,brandish (wave)
8f1d,輝,934,302,324,shine brilliantly
523a,刺,935,417,446,pierce (stab)
7b56,策,936,948,1019,"scheme, measure"
5dee,差,937,554,593,divergence
7740,着,938,555,594,"put on (clothes), arrive, stick"
770b,看,939,638,688,observe (keep an eye on)
5230,到,940,755,817,arrive
5012,倒,941,980,1055,topple
8ad6,論,942,1820,1961,"argue, theory"
502b,倫,943,1821,1962,morals
8f2a,輪,944,1822,1963,"wheel, ring"
8f38,輸,945,289,307,transport
8aed,諭,946,352,376,admonish (instruct)
6109,愉,947,628,675,pleased
7652,癒,948,2037,2193,heal (soothe)
53f0,台,949,744,805,"stand (pedestal, platform), counter for machines and vehicles"
6cbb,治,950,746,807,"govern (bring under control), cure"
51b6,冶,951,2137,808,work metals
7642,療,952,1709,1845,treat (medicate)
50da,僚,953,1707,1842,colleague
77ad,瞭,954,2582,1843,clear
5bee,寮,955,1708,1844,dormitory
59cb,始,956,747,809,begin
7d42,終,957,1352,1452,end
4e86,了,958,97,101,"finish, comprehend"
627f,承,959,1901,2050,"agree to, receive"
84b8,蒸,960,1900,2049,steam
821e,舞,961,1774,1912,dance
96a3,隣,962,1311,1408,neighbor
77ac,瞬,963,817,880,"blink (instant, moment)"
5922,夢,964,305,327,dream
679d,枝,965,713,770,(tree) branch
6280,技,966,712,769,skill (craft)
4f0e,伎,967,2122,1040,performance
5c90,岐,968,772,834,diverge (fork)
5ce0,峠,969,773,835,mountain pass
961c,阜,970,2928,1360,mound
6025,急,971,1146,1229,"urgent, hurry, sudden"
4e89,争,972,1154,1238,contend (struggle for)
60c5,情,973,1537,1657,"emotion (feeling), actual conditions"
6e05,清,974,1539,1659,clear (pure)
6674,晴,975,1538,1658,clear sky
7cbe,精,976,1535,1655,"refined, essence, spirit"
8acb,請,977,1536,1656,request
9759,静,978,1540,1660,quiet (still)
6d44,浄,979,1155,1239,clean (pure)
7b97,算,980,946,1017,calculate
7b54,答,981,947,1018,answer
7b26,符,982,1001,1076,symbol (mark)
535a,博,983,47,48,"extensive (knowledge), doctor"
7e1b,縛,984,1376,1476,bind
7c3f,簿,985,949,1020,record book
8584,薄,986,227,242,thin
91c7,采,987,2090,791,gather
83dc,菜,988,734,793,vegetable
63a1,採,989,733,792,"pick, gather"
5f69,彩,990,1714,1850,beautiful coloring
6749,杉,991,1713,1849,cryptomeria (japanese cedar)
8857,街,992,890,955,city quarter (city street)
8853,術,993,1525,1644,practical art (technique)
8ff0,述,994,1524,1643,state (mention)
4f59,余,995,1657,1786,"remaining (left over), excess"
9664,除,996,1658,1787,rid of
5f90,徐,997,1659,1788,slowly
53d9,叙,998,1660,1789,describe (explain)
659c,斜,999,1662,1791,oblique
9014,途,1000,1661,1790,way (road)
5857,塗,1001,1663,1792,apply on a surface (paint)
6f06,漆,1002,932,1001,lacquer
4ed9,仙,1003,986,1061,hermit
5782,垂,1004,1582,1705,hang down (dangle)
4e57,乗,1005,1585,1709,ride (get on)
517c,兼,1006,1597,1723,"combine, cannot"
5270,剰,1007,1586,1710,surplus
7761,睡,1008,1583,1706,sleep
7720,眠,1009,1835,1977,sleep
90f5,郵,1010,1847,1990,mail
9318,錘,1011,1584,1708,spindle
83ef,華,1012,1581,1704,"flower, magnificent, china"
4fb5,侵,1013,1148,1231,invade (violate)
6d78,浸,1014,1149,1232,soak (immerse)
5bdd,寝,1015,1150,1233,go to sleep
6383,掃,1016,1152,1235,sweep (away)
5a66,婦,1017,1151,1234,adult woman (wife)
5e30,帰,1018,1230,1316,return (home)
623b,戻,1019,1081,1162,return
6d99,涙,1020,1082,1163,tear
5c04,射,1021,1249,1338,shoot
8b1d,謝,1022,1250,1339,"thank, apologize"
8a0e,討,1023,340,364,"study (examine), suppress by armed force"
8a02,訂,1024,339,362,revise (correct)
6253,打,1025,653,705,strike
6483,撃,1026,709,766,strike (attack)
62ed,拭,1027,2254,695,wipe
8a66,試,1028,354,378,try (test)
691c,検,1029,1673,1803,examine
9a13,験,1030,1980,2134,test (examine)
967a,険,1031,1672,1802,"dangerous, steep"
5039,倹,1032,1674,1804,frugal
5263,剣,1033,1671,1801,sword
8c37,谷,1034,788,851,valley
6b32,欲,1035,792,855,desire
6d74,浴,1036,789,852,bathe
5bb9,容,1037,790,853,"countenance (appearance), contain"
6eb6,溶,1038,791,854,"dissolve, melt"
4fd7,俗,1039,968,1042,popular
88d5,裕,1040,793,856,abundant
5bdb,寛,1041,226,241,lenient
7518,甘,1042,1757,1894,sweet
7d3a,紺,1043,1758,1895,dark blue
7d05,紅,1044,1355,1455,crimson
653b,攻,1045,330,352,attack
529f,功,1046,863,927,merit (achievement)
5de7,巧,1047,1241,1329,skillful
673d,朽,1048,1243,1331,decay
67af,枯,1049,206,219,wither
6c5a,汚,1050,1245,1334,dirty (defile)
5347,升,1051,42,42,sho (1.8L)
5f01,弁,1052,742,803,"speak, manage, valve"
6607,昇,1053,43,43,ascend (rise in rank)
767b,登,1054,1703,1838,"ascend (climb), attend (appear), register"
6f84,澄,1055,1704,1839,limpid (clear)
5145,充,1056,761,823,"fill, allot"
9283,銃,1057,762,824,gun
7d71,統,1058,1347,1447,"unite, interconnected system"
6d41,流,1059,764,826,"flow, current, style"
786b,硫,1060,763,825,sulfur
76f2,盲,1061,486,525,blind
5fd8,忘,1062,596,640,forget
5fd9,忙,1063,618,665,busy
8352,荒,1064,488,527,wild
614c,慌,1065,624,671,flurried (hurried)
671b,望,1066,489,528,"hope, look afar"
5e0c,希,1067,1489,1602,"rare, aspire"
7a00,稀,1068,2611,2657,rare
62ec,括,1069,661,714,lump together
62d8,拘,1070,654,706,arrest
62fe,拾,1071,667,720,pick up
6368,捨,1072,655,707,discard
5b64,孤,1073,1879,2024,solitary
5f27,弧,1074,1878,2023,arc
5f3e,弾,1075,1931,2081,"projectile, spring back"
7985,禅,1076,1930,2080,zen
7cfb,系,1077,1391,1492,"system, lineage (descent)"
4fc2,係,1078,1392,1493,"connect (related to), person in charge"
5b6b,孫,1079,1393,1494,grandchild
61f8,懸,1080,1394,1495,suspend
504f,偏,1081,1823,1964,one-sided
904d,遍,1082,1824,1965,"all over (everywhere), counter for times"
7de8,編,1083,1825,1966,"compile (edit), knit"
7bc7,篇,1084,2645,2687,"volume (chapter, part)"
666e,普,1085,1786,1925,widespread (common)
8b5c,譜,1086,1787,1926,systematic record
8077,職,1087,824,887,employment
7e54,織,1088,1334,1432,weave
8b58,識,1089,482,521,"discriminate, knowledge"
6b89,殉,1090,809,872,die a martyr
9000,退,1091,1465,1575,retreat
773c,眼,1092,1467,1577,eye
667a,智,1093,1224,1309,wisdom (intelligence)
4ec1,仁,1094,988,1063,humaneness
5fcd,忍,1095,597,642,"bear (endure, perform by stealth)"
8a8d,認,1096,598,643,recognize (admit)
6c42,求,1097,934,1004,seek
6551,救,1098,936,1006,save (rescue)
7403,球,1099,935,1005,ball
5c6f,屯,1100,2033,2189,station troops
7d14,純,1101,1494,1609,pure
920d,鈍,1102,1495,1611,dull
53ec,召,1103,86,90,summon
62db,招,1104,650,702,invite
6cbc,沼,1105,137,145,muddy pond
7d39,紹,1106,1359,1459,introduce
8a54,詔,1107,342,366,imperial edict
52c5,勅,1108,1667,1796,imperial decree
662d,昭,1109,87,91,luminous
7167,照,1110,170,182,"illuminate, examine by comparison"
8d85,超,1111,385,411,"surpass (super-, ultra-)"
8d8a,越,1112,387,413,go beyond
8da3,趣,1113,820,883,"purport (gist, meaning), flavor"
8d74,赴,1114,386,412,proceed to
8a03,訃,1115,,363,death report
6734,朴,1116,207,220,simple
639b,掛,1117,674,727,"set (on), hang"
6458,摘,1118,657,709,pick
6ef4,滴,1119,442,474,drop
5ae1,嫡,1120,440,472,"legitimate wife, legitimate child"
9069,適,1121,441,473,fit (suit)
6575,敵,1122,443,475,enemy
6388,授,1123,736,795,"confer, instruct"
63f4,援,1124,1951,2101,aid
5a9b,媛,1125,1950,2100,damsel (young lady of noble birth)
7de9,緩,1126,1952,2102,slack (loose)
6696,暖,1127,1949,2099,warm
89b3,観,1128,572,614,view
52e7,勧,1129,864,928,urge (promote)
6a29,権,1130,571,613,"right, power (authority)"
6b53,歓,1131,570,612,joyous
9db4,鶴,1132,1943,2093,crane
78ba,確,1133,567,609,certain (definite)
6162,慢,1134,829,892,"arrogant, sluggish"
6f2b,漫,1135,830,893,"rambling, comic"
536f,卯,1136,2041,2199,sign of the hare
6291,抑,1137,1700,1835,suppress
4ef0,仰,1138,1701,1836,look up (to)
8fce,迎,1139,1702,1837,welcome
67f3,柳,1140,1421,1525,willow
5375,卵,1141,1422,1526,egg
758e,疎,1142,1668,1797,"scattered, estranged"
901f,速,1143,1669,1799,quick
9045,遅,1144,1067,1148,"slow, late"
8fbb,辻,1145,279,297,crossroad
8fc5,迅,1146,280,298,swift
52a0,加,1147,867,932,add to (join)
6e1b,減,1148,366,391,decrease
6ec5,滅,1149,365,390,extinguish
5a01,威,1150,364,389,"might (power), threaten by force"
5687,嚇,1151,2026,2182,intimidate
6216,或,1152,2091,2234,a certain
60d1,惑,1153,614,661,bewildered
57df,域,1154,356,380,bounded area
53ce,収,1155,1510,1628,take in
7d0d,納,1156,1356,1456,"pay, accept, put in place"
732e,献,1157,1615,1742,offer
8ca2,貢,1158,81,85,tribute
8caa,貪,1159,,1713,covet
8cb0,貰,1160,2737,2766,get
8ca7,貧,1161,782,845,poor
8cc3,賃,1162,1004,1079,"wages, charges"
8cb8,貸,1163,1007,1082,lend
8ca8,貨,1164,1010,1085,"money, goods"
8cc7,資,1165,473,512,resources
8cdb,賛,1166,843,906,"approve of, praise"
66ff,替,1167,842,905,replace
6f5c,潜,1168,844,907,"submerge, lurk"
8cbf,貿,1169,1424,1529,trade
7559,留,1170,1423,1527,"keep in place, stay (reside)"
6e9c,溜,1171,2324,2415,accumulate
8cc0,賀,1172,868,933,congratulate
67b6,架,1173,869,934,lay across
67d3,染,1174,509,548,dye
68a8,梨,1175,907,973,pear
5091,傑,1176,999,1074,person of excellence
8cb4,貴,1177,1771,1908,"noble (precious), your honorable"
6f70,潰,1178,2319,1911,crush
907a,遺,1179,1772,1909,leave behind
9063,遣,1180,1773,1910,"dispatch, use"
8ffd,追,1181,1268,1359,chase
8feb,迫,1182,282,300,press
6cca,泊,1183,147,158,stay overnight
4f2f,伯,1184,967,1041,"older sibling of parent, count (earl)"
62cd,拍,1185,652,704,beat (rhythm)
5f14,弔,1186,1233,1319,condole (mourn)
6cb8,沸,1187,1237,1325,boil (over)
716e,煮,1188,1257,1346,boil (cook)
8cbb,費,1189,1238,1326,spend
5f1f,弟,1190,1240,1328,younger brother
7b2c,第,1191,1239,1327,ordinal number prefix
5243,剃,1192,2146,2271,shave
5144,兄,1193,103,107,older brother
53ea,只,1194,53,55,"free of charge, just (only)"
7a0e,税,1195,895,961,tax
92ed,鋭,1196,500,539,sharp
8aac,説,1197,499,538,"explain, theory"
8131,脱,1198,498,537,"remove, escape from"
95b2,閲,1199,1618,1745,review (inspect)
795d,祝,1200,1089,1170,celebrate
6cc1,況,1201,145,156,conditions (state of affairs)
60a6,悦,1202,619,666,delighted
514b,克,1203,104,109,overcome
7af6,競,1204,434,465,compete
59c9,姉,1205,413,442,older sister
59b9,妹,1206,220,234,younger sister
73e0,珠,1207,258,274,pearl
6b8a,殊,1208,810,873,special
5e8f,序,1209,1594,1720,"introductory part (beginning), order (sequence)"
79e9,秩,1210,903,969,order
8fed,迭,1211,847,910,alternate
559c,喜,1212,1445,1553,happy
5584,善,1213,1035,1112,good
7e55,繕,1214,1335,1433,mend
81b3,膳,1215,2468,1113,small food table (tray)
61be,憾,1216,631,678,strongly regret
6068,恨,1217,1460,1570,hold a grudge (resent)
60dc,惜,1218,1187,1271,regret
63aa,措,1219,1188,1272,dispose (of)
501f,借,1220,1186,1270,borrow
932f,錯,1221,1185,1269,mixed up
66fd,曽,1222,501,540,before
5897,増,1223,502,541,increase
5c64,層,1224,1065,1146,stratum
618e,憎,1225,626,673,hate
50e7,僧,1226,982,1057,bonze (priest)
8d08,贈,1227,503,542,present a gift
8cc4,賄,1228,80,84,bribe
8cc2,賂,1229,2738,313,bribe
8ce6,賦,1230,378,404,installment (payment)
8cca,賊,1231,357,381,bandit
5e2f,帯,1232,415,444,"belt, wear"
6ede,滞,1233,416,445,"stagnate, stay"
6e0b,渋,1234,1738,1875,"not go smoothly, astringent"
6442,摂,1235,1739,1876,"take in, act as regent"
70ba,為,1236,1918,2067,"do, sake"
507d,偽,1237,1919,2068,falsify (deceive)
53c2,参,1238,1720,1856,"participate, visit a holy place (go somewhere, refer to)"
60e8,惨,1239,1721,1857,"miserable, cruel"
5442,呂,1240,24,24,phonetic ro
4fb6,侶,1241,2121,1025,companion
5bae,宮,1242,1033,1110,"royal palace, shinto shrine"
55b6,営,1243,1034,1111,"operate (manage), barracks (camp)"
86cd,蛍,1244,518,557,firefly
6804,栄,1245,326,348,"flourish (thrive), glory"
8a89,誉,1246,1939,2089,honor (glory)
6319,挙,1247,1938,2088,"nominate, noteworthy act, raise"
62f3,拳,1248,2917,1290,fist
685c,桜,1249,1932,2082,cherry
59a5,妥,1250,728,785,come to terms
54b2,咲,1251,2018,2174,bloom
6715,朕,1252,2027,2183,imperial we
830e,茎,1253,715,772,stem (stalk)
5f84,径,1254,882,947,"path, diameter"
602a,怪,1255,716,773,mysterious
8efd,軽,1256,717,774,light
7d4c,経,1257,1360,1460,"pass through, manage, sutra"
6589,斉,1258,1729,1866,equal (uniform)
658e,斎,1259,1732,1869,"observe religious abstinence, study (room)"
6e08,済,1260,1731,1868,"settle, relieve"
5264,剤,1261,1730,1867,preparation (medicine)
5256,剖,1262,478,517,dissect
966a,陪,1263,1299,1396,attend upon a superior
57f9,培,1264,477,516,cultivate
8ce0,賠,1265,476,515,compensate (indemnify)
8cbc,貼,1266,2736,60,stick on (paste)
7c98,粘,1267,921,989,sticky
8861,衡,1268,891,957,balance (weigh)
63db,換,1269,1043,1122,exchange
559a,喚,1270,1042,1121,call (out)
7d76,絶,1271,1754,1891,"break off, come to an end, without match"
514d,免,1272,1972,2126,exemption
9038,逸,1273,1973,2127,let slip (deviate from the norm)
52c9,勉,1274,1975,2129,endeavor
6669,晩,1275,1974,2128,evening
8a31,許,1276,569,611,permit (authorize)
8c61,象,1277,1976,2130,"phenomenon, elephant"
50cf,像,1278,1977,2131,image (likeness)
5f6b,彫,1279,1710,1846,carve (engrave)
666f,景,1280,314,336,scene (outlook)
5f71,影,1281,1712,1848,"shadow (image, silhouette)"
64ae,撮,1282,822,885,photograph
5c31,就,1283,1969,2121,set about (enter upon)
6dbc,涼,1284,313,335,cool
9be8,鯨,1285,315,337,whale
9694,隔,1286,1312,1409,separate
878d,融,1287,1044,1123,"fuse, finance"
8096,肖,1288,114,119,likeness
6d88,消,1289,144,155,"extinguish (disappear), spend (consume)"
785d,硝,1290,115,120,niter
68a2,梢,1291,201,213,tip of a twig
524a,削,1292,118,124,cut by chipping
5bb5,宵,1293,189,201,early evening
5bb4,宴,1294,191,203,banquet
90f7,郷,1295,1849,1993,hometown
9957,饗,1296,2799,2815,banquet
97ff,響,1297,1850,1994,reverberate
57ce,城,1298,362,387,castle
8aa0,誠,1299,363,388,sincerity (truth)
76db,盛,1300,1457,1567,prosper (heap up)
65fa,旺,1301,2450,278,flourishing
76c6,盆,1302,1449,1557,"tray, bon festival"
84cb,蓋,1303,2388,1561,lid
76d7,盗,1304,1451,1559,steal
76df,盟,1305,1450,1558,alliance (pact)
5869,塩,1306,1458,1568,salt
50b7,傷,1307,996,1071,wound
63da,揚,1308,664,717,"raise high, fry"
66a2,暢,1309,2885,2895,fluent
967d,陽,1310,1300,1397,"sun, positive"
9670,陰,1311,1592,1718,"shadow, negative"
96a0,隠,1312,1313,1410,hide
7a4f,穏,1313,1147,1230,"calm, mild"
7a42,穂,1314,909,975,spike (head of grain)
7a32,稲,1315,910,976,rice plant
6101,愁,1316,901,967,melancholy
88c1,裁,1317,397,424,"cut out, judge (decide)"
8f09,載,1318,359,383,"load, put in print"
683d,栽,1319,358,382,planting
8d66,赦,1320,1744,1881,amnesty
8de1,跡,1321,1746,1883,trace (footprint)
8e2a,踪,1322,,1382,trace (footprint)
75d5,痕,1323,2578,1822,scar
8e74,蹴,1324,2742,2122,kick
8e0a,踊,1325,1409,1512,dance
8e0f,踏,1326,1287,1381,tread (stand on)
8e8d,躍,1327,1285,1379,leap
6fef,濯,1328,577,619,rinse
5947,奇,1329,126,133,unusual (odd)
5bc4,寄,1330,192,204,"contribute, draw near"
9a0e,騎,1331,1981,2135,ride on horseback
6905,椅,1332,2480,218,chair
5d0e,崎,1333,778,840,promontory
57fc,埼,1334,153,164,promontory
5cac,岬,1335,1115,1196,cape (promontory)
6a21,模,1336,229,244,pattern
819c,膜,1337,233,248,membrane
6f20,漠,1338,230,245,"desert, obscure"
5e55,幕,1339,409,437,"curtain (tent), shogunate"
5893,墓,1340,231,246,grave
52df,募,1341,861,925,raise (collect)
66ae,暮,1342,232,247,"dusk, live"
6155,慕,1343,633,683,adore
6dfb,添,1344,634,684,add to
606d,恭,1345,1803,1943,respectful
66b4,暴,1346,1801,1941,"violent, disclose (lay bare)"
7206,爆,1347,1802,1942,explode
6cbf,沿,1348,795,858,along(side)
790e,礎,1349,394,421,foundation stone
7591,疑,1350,1410,1513,doubt (distrust)
51dd,凝,1351,1412,1515,congeal (grow stiff)
64ec,擬,1352,1411,1514,imitate
5023,倣,1353,979,1053,copy after
4f3c,似,1354,1029,1106,resemble
4ff5,俵,1355,1547,1667,straw sack
4ffa,俺,1356,2058,1091,I
5eb5,庵,1357,2056,2213,hermitage
50d5,僕,1358,1794,1933,"I, manservant"
64b2,撲,1359,1793,1932,deal a blow
53e9,叩,1360,2166,2285,strike
4f10,伐,1361,994,1069,cut down
95a5,閥,1362,1619,1746,clique (clan)
95d8,闘,1363,1629,1757,fight
95c7,闇,1364,2777,1748,dark
9591,閑,1365,1625,1753,"leisure, quiet"
8108,脈,1366,1856,2000,"vein, pulse"
6d3e,派,1367,1855,1999,"sect (faction), dispatch"
7f36,缶,1368,1965,2116,can
63fa,揺,1369,1967,2118,shake
8b21,謡,1370,1968,2119,popular song (chant)
9065,遥,1371,2418,2498,far
9676,陶,1372,1966,2117,pottery
9673,陳,1373,1301,1398,set forth (lay out)
9663,陣,1374,1305,1402,"battle formation, camp"
9665,陥,1375,1315,1412,"fall in, fall into"
9686,隆,1376,1561,1682,prosper
964d,降,1377,1308,1405,descend
5cf0,峰,1378,1562,1683,peak
9022,逢,1379,2417,2497,meet
7e2b,縫,1380,1563,1685,sew
8702,蜂,1381,2687,1684,bee
871c,蜜,1382,776,838,honey
5bc6,密,1383,775,837,"close (dense, tight), secret"
79d8,秘,1384,904,970,secret
6b27,欧,1385,1699,1834,europe
67a2,枢,1386,1697,1832,pivot
6bb4,殴,1387,1698,1833,beat (thrash)
99c6,駆,1388,1983,2137,drive
99b3,馳,1389,2805,2820,gallop
9a12,騒,1390,1985,2139,clamor
65ed,旭,1391,27,27,rising sun (morning sun)
65e6,旦,1392,30,30,dawn
4f46,但,1393,953,1026,provided that (however)
62c5,担,1394,668,721,"bear on shoulder, undertake"
4e98,亘,1395,32,32,span
6052,恒,1396,620,667,constant (permanent)
57a3,垣,1397,154,165,fence (wall)
5ba3,宣,1398,188,200,proclaim
55a7,喧,1399,2163,2284,clamorous
5629,嘩,1400,2160,2281,noisy
553e,唾,1401,2165,1707,saliva
58f7,壷,1402,2904,2913,jar (pot)
576a,坪,1403,1486,1598,tsubo (about 3.3 square meters)
7554,畔,1404,1204,1288,waterside
8846,衆,1405,1857,2001,multitude
4f0a,伊,1406,1161,1245,phonetic i
